,영화명,개봉일,매출액,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,배급사,등급,장르,감독,배우
106,"[통합]회고전, 기획전 등",,449723300,449723300,95296,95296,7,1793,,,,,,
150,[통합]영화패키지상영,,306097000,306097000,34932,34932,23,533,,,,,,
216,[통합]단편영화,,24322000,24322000,4651,4651,2,318,기타,,,,,
550,2005 [통합]패키지영화,,1623473500,1623473500,234307,234307,18,6398,기타,,,,,
623,2006 [통합]영화제/기획전/회고전 등,,565972200,565972200,103539,103539,15,2245,,,,,,
648,2005 [통합]영화제/기획전/회고전 등,,411069500,411069500,75271,75271,5,1889,,,,,,
725,2006 [통합]패키지영화,,169180000,169180000,17729,17729,14,248,기타,,,,,
738,일본 인디필름 페스티벌,,80707000,80707000,13464,13464,2,224,일본,,,,,
763,"[통합]회고전, 기획전 등",,51276000,500999300,9513,104809,2,185,,,,,,
767,제2회 메가박스 일본영화제[2005.11.10-11.24],2005-11-10,20778000,20778000,9068,9068,3,133,일본,,,,,
768,제6회 서울유럽영화제[2005.10.26-10.30],2005-10-26,51856000,51856000,9045,9045,4,63,,,,,,
778,CJ 아시아인디영화제[2005.11.3-11.8],2005-11-03,25184000,25184000,7653,7653,4,95,,,,,,
790,SICAF2006 서울국제만화애니페스티벌(0524-0528),2006-05-24,32118000,32118000,6280,6280,3,107,,,,,,
795,제5회 미장센단편영화제(2006),2006-06-29,18263500,18263500,5864,5864,3,53,,,,,,
804,2005년 미장센 단편영화제,2005-06-23,15459500,15459500,4949,4949,3,61,,,,,,
807,SICAF2005 서울국제만화애니페스티벌(0811-0816),,21759000,21759000,4787,4787,4,113,,,,,,
816,2005칸국제광고제 수상작 필름페스티벌,2005-10-29,29712500,29712500,4273,4273,1,42,,,,,,
817,서울애니마떼끄 최강애니전,,13053000,13053000,4226,4226,1,33,,,,,,
827,제5회프랑스영화제 15편(2005.5.25_6.12),2005-05-26,18983500,18983500,3617,3617,2,115,프랑스,,,,,
852,서울독립영화제2005,2005-12-09,10139500,10139500,2718,2718,3,76,,,,,,
856,2005 [통합]단편영화,,13537500,13537500,2622,2622,4,170,기타,,,,,
865,CGV 한국단편 애니메이션영화제2006[4.20-4.23],2006-04-22,7261500,7261500,2409,2409,4,64,한국,,,,,
875,[팡테옹 뒤 시네마 프랑세]영화제(2006),2006-08-31,14792500,14792500,2115,2115,1,22,프랑스,,,,,
908,2006CJ중국영화제,2006-09-01,4692000,4692000,1514,1514,3,32,,,,,,
944,2005 캐나다 NFB 신작초청전,,3122000,3122000,978,978,1,43,미국,,,,,
1007,2006 [통합]단편영화,,2261000,2261000,453,453,2,48,,,,,,
1045,애니광 구출! 상영작전(서울 중앙시네마 기획전),,1097000,1097000,282,282,1,46,,,,,,
1055,[통합]영화패키지상영,,2122000,308219000,217,35149,2,7,,,,,,
1058,발칙한 미망인,,3665000,3665000,211,211,1,41,한국,,,,,
1140,클로즈 콜,,84500,84500,13,13,1,7,미국,,,,,
1153,"월래스와 그로밋(단편상영, CGV영화제행사용)",,20500,20500,3,3,1,4,영국,,,,,
1510,2007 [통합]영화제/기획전/회고전 등,,348556600,348556600,60051,60051,5,1247,기타,,,"드라마,전쟁",,
1589,우주의 신비,2008-07-03,66448000,66448000,5618,5618,3,229,이스라엘,,,다큐멘터리,,
1622,2006 [통합]영화제/기획전/회고전 등,,13652000,579624200,2533,106072,1,67,,,,,,
1644,Memories of Sponge 2008_외국영화,2008-12-18,12416000,12416000,1994,1994,2,109,기타,,,,,
1665,"그렇다면,심기일전",,6630000,6630000,1360,1360,1,32,한국,,,,,
1688,산타와 스노우맨: 세기의 대결,,4343000,4343000,945,945,1,43,미국,,,,,
1692,호주영화제,,5442000,5442000,907,907,1,30,기타,,,드라마,,
1703,무비온스타일,,3590000,3590000,800,800,1,7,미국,,,"SF,드라마,스릴러,액션,어드벤처,기타",,
1725,멋진하루+모던보이+고고70,,6986000,6986000,650,650,1,7,한국,,,드라마,,
1732,청년필름 10주년 영화제,2008-12-05,3464000,3464000,604,604,1,23,,,,,,
1748,다큐플러스 인 나다,,2724800,2724800,563,563,1,21,한국,,,다큐멘터리,,
1758,어린이 영화제 B,2007-11-01,510000,510000,510,510,1,14,기타,,,판타지,,
1766,석양의 건맨,2008-07-15,2749000,2749000,500,500,1,7,스페인,,,드라마,,
1769,어린이 영화제 A,2007-11-01,496000,496000,496,496,1,12,기타,,,판타지,,
1770,카라바조,2008-06-27,2851000,2851000,494,494,1,3,영국,,,드라마,,
1776,아름다운 연인들,2008-10-22,2839000,2839000,485,485,1,3,프랑스,,,멜로/로맨스,,
1782,아오이 소라의 츠무기,2008-11-01,2239000,2239000,452,452,1,22,일본,,,성인물(에로),,
1802,"시네마정동-스피드 레이서,아이언맨,포비든 킹덤",2008-05-08,4190000,4190000,388,388,1,6,미국,,,,,
1803,트러스트,2008-07-30,2146000,2146000,387,387,1,4,미국,,,드라마,,
1812,팻 시티,2008-03-15,2013000,2013000,368,368,1,5,미국,,,드라마,,
1818,에로스-그녀의 손길,2008-04-10,1383000,1383000,361,361,1,62,대만,,,성인물(에로),,
1828,김기영 특별전,,2396000,2396000,346,346,1,4,한국,,,,,
1835,동,,2256000,2256000,332,332,1,13,한국,,,,,
1839,JLG/JLG 고다르의 자화상 특별전-사랑의 찬가,2008-04-12,1837000,1837000,326,326,1,12,프랑스,,,드라마,,
1843,장금이의 꿈(애니),,960000,960000,318,318,1,31,한국,,,드라마,,
1844,심야상영,2008-05-06,3150000,3150000,316,316,2,2,일본,,,,,
1855,이상한 정열 El,2008-08-22,1688000,1688000,305,305,1,9,멕시코,,,드라마,,
1859,"시네마정동-아이언맨,버킷 리스트,스피드 레이서",2008-05-08,3278000,3278000,302,302,1,7,미국,,,,,
1873,독일 다큐멘터리 특별전,2007-10-10,1451000,1451000,293,293,1,20,독일,,,다큐멘터리,,
1876,에드워드 2세,2008-06-29,1653000,1653000,291,291,1,3,영국,,,드라마,,
1880,모나코 여인,2008-10-22,1650000,1650000,288,288,1,3,프랑스,,,"멜로/로맨스,코미디",,
1900,존 휴스턴 회고전-죽은 자들,2008-03-15,1427000,1427000,270,270,1,5,미국,,,드라마,,
1901,2006 [통합]단편영화,,1076000,3337000,269,722,1,31,,,,,,
1905,범죄에 대한 수필(아르치발도 드 라 크루즈의 범죄 인생),2008-08-22,1473000,1473000,266,266,1,9,멕시코,,,드라마,,
1906,멕시코에서 버스 타기(승천),2008-08-22,1467000,1467000,263,263,1,9,멕시코,,,드라마,,
1915,에릭 니체의 젊은 시절,2008-10-22,1490000,1490000,256,256,1,3,덴마크,,,"드라마,코미디",,
1921,존 휴스턴 회고전-아스팔트 정글,2008-03-15,1361000,1361000,253,253,1,4,미국,,,드라마,,
1925,아사노 타다노부 특별전-새드 배케이션,2008-03-20,1559000,1559000,251,251,1,39,일본,,,드라마,,
1932,식객 + 베오울프 + 로스트 라이언즈,2007-11-14,2690000,2690000,243,243,1,6,기타,,,"SF,드라마",,
1933,아트 오브 크라잉,2008-10-22,1396000,1396000,243,243,1,3,덴마크,,,코미디,,
1936,오사카 러브 스토리,2008-11-01,1200000,1200000,241,241,1,19,일본,,,성인물(에로),,
1938,샘 페킨파 특별상영,2008-10-27,1277000,1277000,238,238,1,10,미국,,,서부극(웨스턴),,
1949,애니충격전 임팩트 섹션1-오타와편,,1099000,1099000,229,229,3,11,기타,,,"드라마,기타",,
1950,경쟁단편_일반5,,1109000,1109000,228,228,1,2,필리핀,,청소년관람불가,애니메이션,,
1960,SIFF2008_장편초청1,,1050000,1050000,221,221,1,3,한국,,,드라마,,
1968,불륜중독,2008-11-01,1077000,1077000,216,216,1,21,일본,,,성인물(에로),,
1969,환상의 전차를 타고 여행하다,2008-08-22,1137000,1137000,216,216,1,8,멕시코,,,드라마,,
1976,인디아 송,2008-10-18,1164000,1164000,212,212,1,3,프랑스,,,"드라마,판타지,멜로/로맨스",,
1978,미스플레이스트,2008-06-12,1413000,1413000,209,209,1,10,미국,,,드라마,,
1985,2006 [통합]패키지영화,,2060000,171240000,206,17935,2,2,기타,,,,,
1988,대영제국의 몰락,2008-06-28,1122000,1122000,204,204,1,3,영국,,,드라마,,
1991,임팩트섹션1 (2008 애니충격전),2008-11-17,970000,970000,204,204,1,7,기타,,,,,
1992,따뜻한 포옹,2008-04-17,1264500,1264500,203,203,1,9,일본,,,다큐멘터리,,
1994,잊혀진 사람들,2008-08-22,1116000,1116000,202,202,1,8,멕시코,,,드라마,,
1999,애니충격전 임팩트 섹션2-오타와편,,922000,922000,199,199,3,12,한국,,,드라마,,
2000,영화사 1부,2008-08-22,1226000,1226000,199,199,1,17,프랑스,,,다큐멘터리,,
2001,꿈꾸는 카메라-사창가에서 태어나+프리헬드,,396000,396000,198,198,1,2,미국,,,다큐멘터리,,
2002,키친,2008-11-12,939000,939000,198,198,1,2,일본,,,드라마,,
2004,전원에 죽다,2008-04-22,1102000,1102000,197,197,1,3,일본,,,드라마,,
2010,바디 오브 라이즈+그 남자의 책 198쪽+이글 아이,2008-10-23,2062000,2062000,195,195,1,7,기타,,,드라마,,
2012,세바스찬,2008-06-29,1091000,1091000,193,193,1,3,영국,,,드라마,,
2025,SICAF2008 수상작,2008-05-25,803000,803000,185,185,1,1,기타,,,,,
2030,아사노 타다노부 특별전-녹차의 맛,2008-03-20,1033000,1033000,183,183,1,18,일본,,,드라마,,
2040,유러피언 애니_페스티벌 인 서울_체코 애니스페셜,2008-09-05,400000,400000,180,180,1,7,체코,,,,,
2043,경쟁단편_일반1,,894000,894000,179,179,1,2,독일,,15세이상관람가,애니메이션,,
2044,작가를 만나다-신동일의,2008-05-17,808000,808000,179,179,1,1,한국,,,드라마,,
2046,패밀리섹션1 (2008 애니충격전),2008-11-17,875000,875000,179,179,2,6,기타,,,,,
2050,멜로,2008-10-14,960000,960000,177,177,1,3,프랑스,,,드라마,,
2055,영화사 2부,2008-08-22,1076000,1076000,176,176,1,17,프랑스,,,다큐멘터리,,
2057,임팩트섹션3 (2008 애니충격전),2008-11-17,848000,848000,172,172,2,5,기타,,,,,
2061,당한 여자,,844000,844000,169,169,1,4,일본,,,드라마,,
2063,전쟁 레퀴엠,2008-06-27,909000,909000,169,169,1,3,영국,,,드라마,,
2069,베오울프 + 스카우트 + 마을금고연쇄습격사건,2007-11-14,1790000,1790000,167,167,1,7,기타,,,"SF,드라마,코미디",,
2071,작가를 만나다-이송희일,,811000,811000,164,164,1,1,한국,,,,,
2079,리피피,2008-08-09,867000,867000,161,161,1,3,프랑스,,,드라마,,
2085,애니충격전 가족 애니메이션 베스트전,2008-07-25,214000,214000,160,160,1,7,기타,,,,,
2087,애니충격전 앵콜 안시 베스트 섹션,,749000,749000,158,158,3,6,기타,,,드라마,,
2089,"Once More, SIFF 2007",2008-01-04,760000,760000,157,157,1,26,기타,,,,,
2090,아나키인 재팬스케,2008-11-01,774000,774000,157,157,1,18,일본,,,성인물(에로),,
2094,아사노 타다노부 특별전-밝은미래,,884000,884000,154,154,1,16,일본,,,드라마,,
2095,애니충격전 매니아 섹션-오타와편,,739000,739000,154,154,3,9,기타,,,공포(호러),,
2096,미디어예술제 프로그램,,775000,775000,153,153,1,5,기타,,,,,
2099,작가를 만나다-전계수,,724000,724000,152,152,1,1,한국,,,,,
2102,밤과 낮+시네토크,,1043000,1043000,149,149,1,1,한국,,,드라마,,
2110,희년,2008-06-28,826000,826000,148,148,1,3,영국,,,드라마,,
2111,"첫사랑, 지옥편",2008-04-22,805000,805000,147,147,1,3,일본,,,드라마,,
2112,백야의 결혼식,2008-10-22,844000,844000,145,145,1,3,아이슬란드,,,드라마,,힐미르 스네어 구오나손
2113,시네프랑스-세상의 모든 아침,2008-04-29,859000,859000,145,145,1,2,프랑스,,,"드라마,뮤지컬",,
2117,장 르누아르 특별전-나나,2008-03-01,738000,738000,144,144,1,2,프랑스,,,드라마,,
2119,존 휴스턴 회고전-아프리카의 여왕,2008-03-15,730000,730000,143,143,1,5,미국,,,드라마,,
2132,장 르누아르 특별전-강,2008-03-04,712000,712000,137,137,1,2,인도,,,드라마,,
2137,9월 단편 상상극장,,808000,808000,135,135,1,5,한국,,,드라마,,
2139,물이 없는 풀장,2008-04-22,763000,763000,135,135,1,10,일본,,,드라마,,
2145,아가타와 끝없는 독서,2008-10-17,727000,727000,133,133,1,3,프랑스,,,드라마,,
2146,치한전차,,663000,663000,133,133,1,5,일본,,,"드라마,코미디",,
2151,바디 오브 라이즈+공작부인+이글아이,2008-10-30,1412000,1412000,131,131,1,6,미국,,,드라마,,
2153,서커스단의 예술가들,2008-05-13,712000,712000,131,131,1,2,독일,,,드라마,,
2157,존 휴스턴 회고전-카지노 로얄,2008-03-15,656000,656000,129,129,1,5,미국,,,드라마,,
2158,"AISFF2008 믹스플래닛1:봉주르 , 프랑스",,578000,578000,128,128,1,1,프랑스,,,드라마,,
2160,야쿠자,2008-08-10,661000,661000,128,128,1,4,일본,,,드라마,,
2171,분출기원 15세의 매춘부,2008-04-22,702000,702000,125,125,1,10,일본,,,드라마,,
2178,임팩트섹션2 (2008 애니충격전),2008-11-17,590000,590000,124,124,2,5,기타,,,,,
2179,장 르누아르 특별전-황금마차,2008-03-09,620000,620000,123,123,1,2,이탈리아,,,,,
2191,장 르누아르 특별전-지하세계,2008-03-01,599000,599000,119,119,1,3,프랑스,,,드라마,,
2192,정사의 이력서,2008-04-22,666000,666000,119,119,1,9,일본,,,드라마,,
2196,천사의 황홀,2008-04-22,656000,656000,118,118,1,8,일본,,,드라마,,
2199,유럽횡단특급,2008-10-21,626000,626000,117,117,1,2,벨기에,,,드라마,,
2202,수라,2008-04-22,650000,650000,116,116,1,3,일본,,,드라마,,
2203,픽사 스토리,,577000,577000,116,116,1,2,기타,,,다큐멘터리,,
2207,황혼-몇살이 되어도 남자와 여자,2008-11-01,573000,573000,115,115,1,18,일본,,,성인물(에로),,
2208,거짓말하는 남자,,614000,614000,114,114,1,2,프랑스,,,드라마,,장-루이 트린티냥
2211,스타비스키,2008-10-16,609000,609000,114,114,1,3,이탈리아,,,드라마,,
2213,EIDF-대상수상작,2008-09-11,226000,226000,113,113,2,3,기타,,,다큐멘터리,,
2214,SIFF2008_장편경쟁3,,546000,546000,113,113,1,2,한국,,,다큐멘터리,,
2216,식객 + 더 버터플라이 + 로스트 라이언즈,2007-11-08,1256000,1256000,112,112,1,6,기타,,,드라마,,
2217,SIFF2008_해외초청3,2008-12-12,540000,540000,111,111,1,2,미국,,,드라마,,
2218,존 휴스턴 회고전-물랭 루즈,2008-03-15,578000,578000,111,111,1,4,영국,,,드라마,,
2221,존 휴스턴 회고전-비트 더 데블,2008-03-15,544000,544000,110,110,1,5,미국,,,드라마,,
2222,존 휴스턴 회고전-이구아나의 밤,2008-03-15,552000,552000,110,110,1,3,미국,,,드라마,,
2223,카트린느 드뇌브 특집,,757000,757000,110,110,1,15,프랑스,,,드라마,,
2224,부부의 거처,2008-06-10,613000,613000,109,109,1,6,프랑스,,,코미디,,
2225,아사노 타다노부 특별전-카페 뤼미에르,2008-03-20,652000,652000,109,109,1,6,일본,,,,,
2227,애니충격전 패밀리 섹션-오타와편,2007-11-29,507000,507000,108,108,3,9,영국,,,"액션,코미디,기타",,
2228,장 르누아르 특별전-해변의 여인,2008-03-06,552000,552000,108,108,1,2,미국,,,드라마,,
2229,여학생 게릴라,2008-04-22,595000,595000,107,107,1,10,일본,,,드라마,,
2236,애니충격전 레드-가족,2008-03-06,463000,463000,104,104,3,12,기타,,,,,
2240,시그라프 07 BEST ET,2008-05-22,508000,508000,103,103,1,2,기타,,,,,
2241,신비의 바다,,457000,457000,103,103,1,7,미국,,,다큐멘터리,,
2250,에덴 동산과 그 이후,2008-10-21,543000,543000,101,101,1,2,프랑스,,,드라마,,
2252,경쟁단편_일반3,,486000,486000,100,100,1,2,미국,,전체관람가,애니메이션,,
2253,인생은 소설이다,2008-10-14,520000,520000,100,100,1,3,프랑스,,,드라마,,
2255,패밀리섹션3 (2008 애니충격전),2008-11-17,479000,479000,99,99,2,6,기타,,,,,
2256,나탈리 그랑제,2008-10-19,507000,507000,98,98,1,3,프랑스,,,드라마,,
2257,애니충격 감독열전-김운기 섹션,,493000,493000,98,98,1,4,한국,,,,,
2259,쿵후선생,2008-06-15,536000,536000,98,98,1,2,대만,,,드라마,,
2262,패밀리섹션2 (2008 애니충격전),2008-11-17,461000,461000,96,96,1,5,기타,,,,,
2265,애니충격 감독열전-레지나 페소아,2008-07-04,534000,534000,95,95,1,5,기타,,,,,
2268,경쟁단편_학생4,,443000,443000,94,94,1,2,한국,,전체관람가,애니메이션,,
2274,작가를 만나다-조창호,,430000,430000,93,93,1,1,한국,,,,,
2275,섹스게임,2008-04-22,502000,502000,92,92,1,3,일본,,,드라마,,
2276,애니충격감독열전-장형윤,,532000,532000,92,92,1,5,한국,,,,,
2277,적군-PFLP:세계전쟁선언,2008-04-22,510000,510000,92,92,1,3,일본,,,다큐멘터리,,
2278,단편 상상극장,,546000,546000,91,91,1,8,한국,,,드라마,,
2279,도깨비불,2008-05-06,527000,527000,91,91,1,6,프랑스,,,드라마,,
2281,임팩트섹션4 (2008 애니충격전),2008-11-17,449000,449000,91,91,1,6,미국,,,,,
2283,브루노보제토 특별전2,2008-05-21,446000,446000,90,90,1,5,이탈리아,,,,,
2289,중앙대학교졸업작품전-섹션3,,264000,264000,88,88,1,6,한국,,,드라마,,
2291,워커바웃,2008-08-10,465000,465000,87,87,1,3,호주,,,"드라마,어드벤처",,
2296,어제의 이별,2008-05-13,464000,464000,86,86,1,2,독일,,,드라마,,
2301,2008 인디애니페스트-애니메이션 수프1,,289000,289000,85,85,1,2,기타,,,,,
2304,SIFF2008_장편경쟁8,,393000,393000,84,84,1,2,한국,,,드라마,,
2305,시네프랑스-칼라스 포에버,2008-04-15,491000,491000,84,84,1,2,프랑스,,12세이상관람가,드라마,,
2306,장 르누아르 특별전-코르들리에 박사의 유언장,2008-03-01,420000,420000,84,84,1,2,프랑스,,,드라마,,
2308,SIFF2008_해외초청2,2008-12-15,398000,398000,83,83,1,2,영국,,,드라마,,
2310,매니아섹션2 (2008 애니충격전),2008-11-17,410000,410000,83,83,2,4,기타,,,,,
2321,탈주한 하사,2008-03-05,396000,396000,81,81,1,2,프랑스,,15세이상관람가,드라마,,
2323,경쟁단편_일반4,,390000,390000,80,80,1,2,,,전체관람가,애니메이션,,
2325,"서유,이제 시작이다",2008-04-09,400000,400000,80,80,1,2,한국,,,다큐멘터리,,
2329,"파괴하라, 그녀는 말한다",2008-10-17,437000,437000,80,80,1,3,프랑스,,,드라마,,
2336,불멸의 여인,,398000,398000,77,77,1,2,프랑스,,,드라마,,"프랑소와 브라이온,자크 도니올-발크로즈"
2339,매니아섹션3 (2008 애니충격전),2008-11-17,365000,365000,75,75,2,4,기타,,,,,
2342,2008 인디애니페스트-파노라마,,264000,264000,74,74,1,2,한국,,,,,
2343,리얼인디무비의 발견1,,296000,296000,74,74,1,2,한국,,,드라마,,
2346,장 르누아르 특별전-이 땅은 나의 땅,2008-03-02,373000,373000,74,74,1,2,미국,,,전쟁,,
2347,SIFF2008_장편초청6,,347000,347000,73,73,1,1,한국,,,드라마,,
2348,매니아섹션1 (2008 애니충격전),2008-11-17,364000,364000,73,73,2,4,기타,,,,,
2350,작가를 만나다-박찬옥,,335000,335000,73,73,1,1,한국,,,,,
2354,SIFF2008_장편경쟁6,,359000,359000,72,72,1,2,한국,,,드라마,,
2355,SIFF2008_장편초청3,,347000,347000,72,72,1,2,한국,,,드라마,,
2357,불량소년,2008-04-22,380000,380000,72,72,1,3,일본,,,드라마,,
2359,12월 단편 상상극장,,426000,426000,71,71,1,5,한국,,,드라마,,
2363,우연한 왈츠,2008-06-05,337000,337000,71,71,1,1,러시아,,,드라마,,
2364,Don't let it bring you down,2008-11-01,334000,334000,70,70,1,12,일본,,,성인물(에로),,
2366,배반의 계절,2008-04-22,380000,380000,70,70,1,3,일본,,,드라마,,
2369,진흙강,2008-11-03,500000,500000,70,70,1,4,일본,,,드라마,,
2374,선탠하는 사람들,2008-06-05,412000,412000,69,69,1,9,프랑스,,,드라마,,
2375,애니충격 감독열전-시그네 바우먼 섹션,2008-06-13,392000,392000,69,69,1,5,기타,,,,,
2382,이제부터 제리타임:주커형제를 만나다,,392000,392000,68,68,1,5,기타,,,,,
2383,인디포럼2008-국내신작 7,2008-05-30,337000,337000,68,68,1,2,한국,,,,,
2390,보다 멀리 3,,330000,330000,66,66,1,3,한국,,,드라마,,
2391,블루필름의 여자,2008-11-01,327000,327000,66,66,1,11,일본,,,성인물(에로),,
2394,카비리아,2008-10-23,600000,600000,66,66,1,1,이탈리아,,,사극,,
2397,2008 인디애니페스트-경쟁1 일반,,247000,247000,65,65,1,2,한국,,,,,
2399,독일의 가을,2008-05-13,354000,354000,65,65,1,2,독일,,,드라마,,
2400,SIFF2008-단편경쟁1,,317000,317000,64,64,1,2,한국,,,,,
2405,어느 여자노예의 부업,2008-05-13,332000,332000,63,63,1,2,독일,,,드라마,,
2407,SIFF2008-단편경쟁9,,296000,296000,62,62,1,2,한국,,,드라마,,
2410,세계명작동화,,289000,289000,62,62,1,2,러시아,,,,,
2411,작가를 만나다-김종관,,288000,288000,62,62,1,1,한국,,,,,
2413,2008 인디애니페스트-경쟁3 학생,,236000,236000,61,61,1,2,한국,,,,,
2417,세자레+대서양의 남자,2008-10-18,324000,324000,61,61,1,3,프랑스,,,드라마,,
2419,작가를 만나다-김응수,,276000,276000,60,60,1,1,한국,,,,,
2425,유러피언 애니_페스티벌 인 서울_레 뉘 마지끄 스페셜 1,2008-09-05,169000,169000,59,59,1,8,프랑스,,,,,
2427,EIDF-시청자상 수상작,2008-09-11,116000,116000,58,58,1,2,기타,,,다큐멘터리,,
2431,유러피언 애니_페스티벌 인 서울_폴란드 슬로바키아 애니스페셜,2008-09-05,138000,138000,58,58,1,7,기타,,,,,
2437,SIFF2008_해외초청1,2008-12-12,256000,256000,57,57,1,2,기타,,,드라마,,
2439,알렉산더 클루게 특별전-단편모음,2008-05-13,312000,312000,57,57,1,2,독일,,,드라마,,
2441,경쟁 TV3,,274000,274000,56,56,1,2,기타,,전체관람가,애니메이션,,
2445,유노미,2008-11-01,280000,280000,56,56,1,12,일본,,,성인물(에로),,
2447,캘커타 사막의 베니스라는 그의 이름,2008-10-18,284000,284000,56,56,1,3,프랑스,,,드라마,,
2450,작가를 만나다-양해훈1,2008-03-22,263000,263000,55,55,1,1,한국,,,드라마,,
2451,중앙대학교졸업작품전-섹션8,2008-12-12,165000,165000,55,55,1,2,한국,,,드라마,,
2454,SIFF2008_단편초청-사랑+영화+독립,,257000,257000,54,54,1,2,한국,,,"다큐멘터리,드라마",,
2455,"박스터, 베라 박스터",2008-10-19,278000,278000,54,54,1,3,프랑스,,,드라마,,
2456,비바 이탈리아_2,2008-05-22,247000,247000,54,54,1,1,이탈리아,,,,,
2458,미각혁명론서설,2008-04-22,281000,281000,53,53,1,3,일본,,,다큐멘터리,,
2459,시네프랑스-디바,2008-03-18,309000,309000,53,53,1,2,프랑스,,,드라마,,
2461,인디포럼2008-국내신작 8,2008-05-30,265000,265000,53,53,1,2,한국,,,드라마,,
2463,SIFF2008_해외초청4,2008-12-13,242000,242000,52,52,1,2,필리핀,,,드라마,,
2480,경쟁단편_학생2,,245000,245000,49,49,1,2,벨기에,,15세이상관람가,애니메이션,,
2482,인디포럼2008-국내신작 9,2008-05-30,245000,245000,49,49,1,2,한국,,,드라마,,
2484,SIFF2008_장편경쟁9,,226000,226000,48,48,1,2,한국,,,드라마,,
2488,오렐리아 스타이너 멜버른+밴쿠버,2008-10-17,254000,254000,48,48,1,3,프랑스,,,드라마,,
2489,조지 슈비츠게벨 특별전,2008-05-21,238000,238000,48,48,1,2,스위스,,,가족,,
2493,SIFF2008_장편초청8,,228000,228000,47,47,1,2,한국,,,다큐멘터리,,
2494,오타와 애니메이션 영화제 역대 수상작 모음,2008-08-24,318000,318000,47,47,1,4,일본,,,,,
2495,"RH+, 세비야의 뱀파이어",2008-05-21,218000,218000,46,46,1,2,스페인,,,,,
2496,SICAF 2008 수상작 모음1,2008-08-23,296000,296000,46,46,1,5,기타,,,,,
2500,블라인드 디렉터,2008-05-13,252000,252000,46,46,1,2,독일,,,드라마,,
2503,경쟁단편_일반2,,220000,220000,45,45,1,2,이탈리아,,전체관람가,애니메이션,,
2504,맨인 더 체어,2007-07-19,104000,104000,45,45,1,1,미국,,,"드라마,코미디",,
2505,반짝이는 순간들 셕션 4,,106000,106000,45,45,1,2,한국,,,드라마,,
2508,유러피언 애니_페스티벌 인 서울_레 뉘 마지끄 스페셜 2,2008-09-05,124000,124000,45,45,1,6,프랑스,,,,,
2510,인디포럼2008-국내초청1,2008-05-30,225000,225000,45,45,1,2,한국,,,다큐멘터리,,
2512,중앙대학교졸업작품전-섹션7,2008-12-12,135000,135000,45,45,1,2,한국,,,드라마,,
2515,SIFF2008_장편경쟁11,,214000,214000,44,44,1,2,한국,,,드라마,,
2519,박창수 루비치를 연주하다-남자가 되기 싫어요,2008-04-16,364000,364000,44,44,1,1,독일,,,드라마,,
2521,안시 애니메이션 영화제 역대 수상작 모음,2008-08-21,310000,310000,44,44,1,5,기타,,,,,
2528,인디다큐페스티발2008-길,2008-03-28,214000,214000,43,43,1,5,한국,,,다큐멘터리,,
2532,경쟁단편_학생3,,210000,210000,42,42,1,2,독일,,전체관람가,애니메이션,,
2534,그림자+벚꽃편지,2008-05-30,252000,252000,42,42,1,3,일본,,,드라마,,
2536,중앙대학교졸업작품전-섹션9,2008-12-12,126000,126000,42,42,1,2,한국,,,드라마,,
2537,2005 [통합]영화제/기획전/회고전 등,,268000,411337500,41,75312,1,11,,,,,,
2538,EIDF-심사위원 특별상 수상작,2008-09-11,82000,82000,41,41,1,2,기타,,,다큐멘터리,,
2540,SICAF 2008 수상작 모음2,2008-08-21,272000,272000,41,41,1,5,기타,,,,,
2544,애니충격 감독열전- 라스코 시릭 편,2008-11-28,227000,227000,41,41,1,5,기타,,,,,
2546,인디포럼2008-국내신작 1,2008-05-30,202000,202000,41,41,1,2,한국,,,드라마,,
2547,작가를 만나다-양해훈2,2008-03-22,199000,199000,41,41,1,1,한국,,,드라마,,
2549,11월 단편상상극장-기억과 상실의 영화관,,240000,240000,40,40,1,4,한국,,,드라마,,
2555,인디포럼2008-국내신작 2,2008-05-30,200000,200000,40,40,1,2,한국,,,드라마,,
2556,家家호호,,143000,143000,39,39,1,1,한국,,,,,
2560,힐링 히스토리-이반검열 1+2,2008-03-06,188000,188000,39,39,1,3,한국,,,다큐멘터리,,
2563,SIFF2008_장편초청2,,184000,184000,38,38,1,2,한국,,,드라마,,
2568,"베르나데트처럼 행복한, 영혼의 울림, 비디오 팜므를 소개합니다",,152000,152000,38,38,1,1,,,,,,
2569,앤드류 부자스키 스페셜-뮤추얼 어프리시에이션,2008-03-25,226000,226000,38,38,1,2,미국,,,드라마,,
2570,올드 플레이스+21세기의 기원,2008-08-22,262000,262000,38,38,1,5,프랑스,,,다큐멘터리,,
2572,After 2000_단편 애니 걸작선,,216000,216000,37,37,1,2,한국,,,,,
2573,SIFF2008_촛불영상,,179000,179000,37,37,1,2,한국,,,다큐멘터리,,
2574,[통합]영화패키지상영,,218000,308437000,37,35186,1,18,,,,,,
2575,단편영화 감독 특별전_유지태,,211400,211400,37,37,1,2,한국,,,드라마,,
2578,오토 프레민저 스페셜-워싱턴 정가,2008-02-15,240000,240000,37,37,1,3,미국,,,드라마,,
2580,2008 인디애니페스트-경쟁2 일반,,133000,133000,36,36,1,2,한국,,,,,
2583,보다 멀리 2,,180000,180000,36,36,1,3,한국,,,드라마,,
