■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2019-01-01~2020-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,조커,2019-10-02,"45,443,092,130",1.90%,"45,443,092,130","5,255,308","5,255,308","1,418","148,270",미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,드라마,스릴러",토드 필립스,"호아킨 피닉스,재지 비츠,로버트 드 니로,프란시스 콘로이,브렛 컬렌"
11,봉오동 전투,2019-08-07,"40,588,648,538",1.70%,"40,588,648,538","4,787,538","4,787,538","1,476","107,031",한국,한국,"(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",(주)쇼박스,15세이상관람가,"사극,액션,드라마",원신연,"유해진,류준열,조우진,키타무라 카즈키,이케우치 히로유키,박지환,최유화,성유빈,이재인,다이고 코타로,고민시,지웅배,양현민,김기태,김규백,강민재,박도하,동윤석,곽진석,김대건,박시윤,권혁성,박영복,김경로,김경준,김경희,김관수,박재형,박준성,박지열,손우진,김동규,박훈,박희순,배성민,김두현,백경록,백승환,안성진,유경훈,김병국,어주선,유해진,유해진,오상무,오상윤,오승호,오진석,윤병희,김세한,윤선용,김현민,이정민,최민식,장세용,김현철,허인구,허인범,이준우,장의돈,김재현,홍범기,홍상표,장현석,장현정,전동현,전두식,홍진기,홍희자,윤종구,이수호,강내균,정미남,김연,강신구,강신형,이경욱,강준석,이관훈,이광기,고한민,고한수,지성은,곽예준,권성영,이대광,김길중,이도용,김리승,이연빈,김학충,이한종,김승완,김용석,임세운,임정환,이예지,임동욱,조셉,조영동,노재훈,조원빈,김철윤,주광현,남동명,김태형,원일,문동식,원진,위민국,김태준,유명훈,노시홍,지명근,정광희,진근호,정동근,민상우,정윤철,신한울,윤서진,채장열,이인규,정재우,박범석,이권식,심소영,김유진,이민혁,박승준,박야성,최유화,이웅빈,손민호,양정두,장인수,여윤호,최홍락,염석무,전영인,최희열,전중용,오문강,서정식,오재윤,장나라,장래군,원풍연,장병수,오현근,백종승,백효성,한국인,한도진,황태인,한태양,홍민수,곽진석"
12,남산의 부장들,2020-01-22,"41,225,216,650",1.70%,"41,225,216,650","4,750,345","4,750,345","1,659","140,051",한국,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,드라마,우민호,"이병헌,이성민,곽도원,이희준,김소진,김승훈,박성근,서현우,지현준,박지일,이태형,주석태,이도국,김민상,이양희,정미형,조혜주,김명선,이하영,전우재,손병욱,윤충,염석무,박현우,김태훈,최재훈,조영규,이수광,박기만,엄지만,천명재,김낙균,천재홍,김지나,이태호,정종우,윤기창,손인용,박소윤,이영용,김성철,장은채,유정호,정문용,신하준,이승진,제리 렉터,오진석,남승화,유대식,장의돈,구윤회,양재훈,김동환,이광식,김병남,오대환,이충훈,이병관,김지성,박하균,이상철,김홍파,김용우,정원석"
13,라이온 킹,2019-07-17,"41,519,732,430",1.70%,"41,519,732,430","4,743,295","4,743,295","1,936","126,503",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"어드벤처,드라마,가족",존 파브로,"도날드 글로버,비욘세 놀즈,제임스 얼 존스,치웨텔 에지오포,세스 로건"
14,나쁜 녀석들: 더 무비,2019-09-11,"39,560,195,124",1.60%,"39,560,195,124","4,573,902","4,573,902","1,511","113,938",한국,한국,"(주)씨제이이엔엠,(주)영화사비단길",(주)씨제이이엔엠,15세이상관람가,"범죄,액션",손용호,"마동석,김상중,김아중,장기용,강예원,민태율,박형수,김혜윤,손성찬,박상욱,정종열,김경덕,서문호,백종민,임용순,안성봉,배은우,김인우,박태산,지승현,추연규,최원,이순혁,박효준,이재윤,박원상,조영진,한정현,전익령,김형묵,윤병희,강영묵,조동혁,공정환,석영오,문경민,손진환,김희창,박광재,최현욱,김원진,이수정,장준녕,김재록,설지윤,배성민,김창옥,이승창,김원중,박서진,강승호,김지웅,서영민,원근수,문재원,정광희,서문호,배현경,홍도성,황두하,지남혁,한상철,장의돈,이진혁,박병선,봉신주,박근영,이지운,김산성,박민한,김대경,고봉구,김효영,한명철,신현승,유병선,오재윤,김문학,양한석,이수민,나호원,정무성,박태산,이왕수,최재원,유인선,김미지,조혜빈,최서현,윤수하,최지희,최효상,김윤홍,김지한,임용순,김강일,박용,손성찬,방재호,김춘기,김시온,장한승,전민준,안성봉,신유람,윤토왕,정윤철,임정민,박금철,김왕용,서정우,홍범기,권지훈,양해길,박광설,이형길,주원,배준모,김정봉,이성빈,이재학,여경준,강범석,최민석,박성우,임시우,한명환,손현민,김지훈,박현준,고건호,박국진,김여름,김창희,남상기,노현석,나예성,신용호,신현빈,윤지용,이건희,이원찬,이종현,장석권,정상호,정지성,한지훈,조태호,김혜성,진시원,임세운,박숙명,김시혜,김주연,정은정,김상욱,유재상,송원수,김선동,이한성,곽정길,김명희,김유진,홍희자,박복만,심철민,옥주리"
15,다만 악에서 구하소서,2020-08-05,"38,602,260,990",1.60%,"38,602,260,990","4,357,803","4,357,803","1,998","193,842",한국,한국,(주)하이브미디어코프,(주)씨제이이엔엠,15세이상관람가,"범죄,액션",홍원찬,"황정민,이정재,박정민,박소이,최희서,송영창,이서환,박명훈,오대환,심영은,김성곤,최정화,이태검,정우영,지현준,박재홍,최상재,김도연,정택호,문정수,김민식,송유현,임성재,권찬민,황인성,소준일,최상재,최병모"
16,반도,2020-07-15,"33,072,531,280",1.40%,"33,072,531,280","3,812,250","3,812,250","2,575","199,048",한국,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",연상호,"강동원,이정현,권해효,김민재,구교환,김도윤,이레,이예원,김규백,황영희,장소연,문우진,차시원,박종범,김태준,이승진,안현빈,고동형,김우현,오진호,박성현,윤영균,오문강,유동균,김민송,김시호,박세준,김철윤,강전영,신희철,조용환,손윤환,조석인,김희수,김성호,이세랑,김세동,채우식,황윤호,김정승,이한,김평조,장나라,박범석,허승,김원훈,최세인,조전범,이조풍,미석,장격수,유성주,박충환,원진호,용재화,김이연,김희,선우,이태경,황필성,장락천,한성수,김윤도,박종범,박수찬,김단비,고나영,박찰리,이한,김만호,황윤호,김한솔,정현옥,윤상원,성백인,박시연,배윤민,최성식,남상우,권용덕,하길현,이보영,문바롬,김진욱,이단,이태환,안재원,전아희,지성은,이재우,김현우,명승훈,김민환,김빛나래,민정은,조현수,현직,김평조,한철훈,노재훈,김정승,김온림,김희진,강춘성,유성재,김태환,유재연,이유진,김오복,김은해,이승진,이도헌,전한승,강준석,공민규,김기태,김통령,김찬욱,김승완,배성민,소윤호,오재세,오현근,임지한,진근호,최정현,곽한훈,한시원,김영조,김왕도,박은철,이웅규,정승욱,김성호,김예원"
17,82년생 김지영,2019-10-23,"30,306,559,310",1.30%,"30,306,559,310","3,679,102","3,679,102","1,486","145,463",한국,한국,(주)봄바람영화사,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,김도영,"이시영,정유미,공유,김미경,공민정,박성연,이봉련,김성철,이얼,전국향,박세현,김미경,손성찬,강애심,김정영,예수정,염혜란,김해나,어성욱,권귀빈,류아영,김하연,강별,기소유,이나윤,유준후,김용준,이지혜,우지현,이성욱,김지수,윤서진,김미지,이재인,이주원,원춘규,김해나,정준,김금순,윤사봉,정형석,손규원,신태양,최희진,박수진,김국희,정선아,김선미,이음,이승용,조백한,오해주,오일영,우도임,구재연,정태성,허태경,권지숙,백효성,김철진,김규도,김영표,김성태,김지우,송윤,이해운,최수빈,김남진,김선혜,주인영,조예린,고재원,천문정,정선아,김정원,예수정,염혜란"
18,분노의 질주: 홉스&쇼,2019-08-14,"32,242,734,793",1.30%,"32,242,734,793","3,657,627","3,657,627","1,311","94,904",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,액션,데이빗 레이치,"드웨인 존슨,제이슨 스타뎀,이드리스 엘바,바네사 커비"
19,토이 스토리 4,2019-06-20,"28,763,352,540",1.20%,"28,763,352,540","3,400,623","3,400,623","1,336","85,913",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,코미디",조시 쿨리,"톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스,조앤 쿠삭"
20,돈,2019-03-20,"28,870,244,062",1.20%,"28,870,244,062","3,389,125","3,389,125","1,431","120,809",한국,한국,"(주)사나이픽처스,(주)영화사 월광",(주)쇼박스,15세이상관람가,범죄,박누리,"류준열,유지태,조우진,원진아,박명신,이화룡,오희준,정기섭,차래형,김강현,유재명,이서환,정만식,임세미,한주완,서명찬,이무생,홍인,임천석,우지이,강우신,홍석찬,임교은,박용복,백명재,백정우,추판호,배재완,추국현,주제희,김일석,안문주,선인호,황혜진,현명석,노현욱,구혜연,권욱락,환현규,서아라,강이나,천세라,최별하,최예록,박아정,현정애,김운송,허철영,구효길,백승인,주동희,이태검,강덕중,남문철,동윤석,동현배,고해성,박상훈,곽진석,구본진,박성용,맹나현,박성현,박세정,권지훈,권혁성,서정우,김기정,선율우,박준혁,성승주,박준호,김대현,손영민,손우진,손종학,송승현,신재민,변진수,김민아,김민재,안현빈,유지수,오경민,오대환,육효명,김상욱,신나리,김세정,윤선혜,윤용석,윤용석,윤육,이정철,고재경,장영주,김재영,허지나,최영우,이지연,장훈,김혜련,김혜준,이지혜,황병국,이수련,조우진,김종수,이육헌,최현종,황정민,최정현,김시우,조정원,정도원,이가경,강동균,정민규,주보라,김지나,김지성,진선규,이도국,김진옥,최희진,이연우,김하영,김성강,정세아,김태한,김왕도,이민정,김윤영,김윤오,김찬이,이원찬,이현일,이유진,명재환,이윤경,이은석,정수용,김태빈,이이슬,박광진,김철민,윤채연,김진호,박소리,안지은,안태준,이호근,박현욱,최현종,전희련,오승훈,장규미,김현우,한성호,한수용,곽진석,장규미,노상현"
21,악인전,2019-05-15,"29,133,760,150",1.20%,"29,133,760,150","3,364,712","3,364,712","1,307","97,351",한국,한국,(주)비에이엔터테인먼트,"(주)에이스메이커무비웍스,(주)키위미디어그룹",청소년관람불가,"범죄,액션",이원태,"마동석,김무열,김성규,문동혁,오희준,민무제,문순주,김근영,전배수,유재명,이서환,신희철,강문봉,남승화,박보경,공민규,공성하,곽최산,권혁,김결,서문호,김규리,김동민,배경민,김명희,백수진,백승민,신영선,안성봉,신하준,20337505,김민준,유승목,유승목,유재명,김보경,오상준,오상준,오현석,윤영균,임효진,김이현,최민철,최선영,정지훈,이상희,김재영,김건,김정석,이성훈,류성현,이소진,황보정일,이육헌,황인성,우강민,윤현주,정미경,강수빈,강영택,김준영,권다솜,이승현,차순배,이승훈,권정우,권혁일,이도군,김진옥,이동기,표성수,이동욱,이동준,이영아,한상철,조승국,한지아,류태호,우상전,우원규,김우림,유용국,이은샘,민경수,정유선,정여루,신기록,이재은,김윤성,안민하,이성일,박은보,이유선,배진호,양지수,최현경,배민준,염미선,전시현,장선정,성주원,허동원"
22,시동,2019-12-18,"28,113,194,360",1.20%,"28,113,194,360","3,318,479","3,318,479","1,515","93,438",한국,한국,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,드라마,최정열,"마동석,박정민,정해인,염정아,최성은,김종수,이해운,성혁,손석배,홍인,이수빈,방은정,허준석,김미화,조재영,김대곤,강덕중,박성일,백주희,김자영,윤경호,고두심,김경덕,김민재,박해준,류성현,권혁범,정의욱,유수빈,조대희,차우진,조한준,이태형,승의열,류제승,임성재,김원목,곽수정,이문석,정병두,서문호,강태수,박원준,이육헌,김시원,김통령,하재열,최현종,임동민,김기태,선율우,오재세,우광제,이한결,정상균,정운,최홍락,선우,강윤혜,김보람,김해정,민서희,전경석,김주아,박혜영"
23,가장 보통의 연애,2019-10-02,"24,885,803,430",1.00%,"24,885,803,430","2,924,563","2,924,563","1,073","111,527",한국,한국,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",김한결,"김래원,공효진,강기영,정웅인,장소연,이채은,정혜린,손우현,박근록,주민경,지일주,오동민,성병숙,차엽,윤경호,차중원,신민재,손영순,손산,이승찬,조재완,김연철,김영,배현성,조지현,송예진,정현규,심소연,손성찬,조영복,최정원,최지원,강소연,유하성,송규용,정미란,한예성,임지형,이건희,김진옥,박인영,이윤재,강은수,홍민성,민지안,임유란,송필근,손여은"
24,말모이,2019-01-09,"23,685,091,520",1.00%,"23,989,598,520","2,812,877","2,866,453","1,203","87,591",한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,엄유나,"유해진,윤계상,김홍파,우현,김선영,민진웅,이성욱,조현철,오희준,정기섭,허성태,김동영,예수정,김태훈,김규백,이정은,유재명,이서환,윤경호,조현도,선승수,채동현,송형수,이새로미,김철무,이다일,최윤빈,차준서,지원호,윤준열,정원,고재원,정임섭,조성운,유용희,명인호,이장유,박경근,강유미,강태수,구민혁,박성용,권혁,박영서,서문호,서영주,박준희,김남훈,김대현,김도엽,송부건,송영창,송영창,송지호,김동효,백경윤,김문식,신재영,김민석,유순웅,유은미,오경민,오규택,김서윤,김세한,윤영균,최귀화,이상희,조석인,조수빈,조승구,조유신,전진기,이육헌,윤준상,윤준호,이강우,강전영,구준우,김길범,이도용,이동현,김한빛,김학충,이영호,한대훈,임수지,조용진,이호철,노영주,김태율,유상재,이현걸,박예나,박원석,전병덕,서영재"
25,증인,2019-02-13,"20,483,569,331",0.80%,"20,483,569,331","2,534,853","2,534,853","1,047","89,575",한국,한국,"(주)무비락,(주)도서관옆스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이한,"정우성,김향기,이규형,염혜란,장영남,정원중,김종수,박근형,송윤아,이준혁,이레,김승욱,오재세,이채은,이서준,이서환,강민지,강지현,박세정,권혁준,김경훈,박재환,박주은,박준호,박찬영,송우용,김미진,안성봉,신치영,신혜정,김범석,오창경,김소연,김수경,이준형,장효석,김정연,김호연,조성재,김홍식,최은영,최종률,정도원,정명훈,조한나,이승헌,강은수,고민지,곽나현,권정은,김규인,김난영,표예리,김바비,이동훈,김학선,이영아,김승윤,이민정,조복휘,김인규,김준원,정승욱,도현,김형묵,정영록,남혜진,김태현,정우성,문승배,정경현,이은샘,채치웅,윤정환,박미정,이종익,최문익,심은정,이석환,박윤근,박은우,엄주원,박창화,엄혜란,배내희,손제형,추귀정,염지영,장부익,장선아,서광재,한윤지,한재경,이슬이"
26,블랙머니,2019-11-13,"20,871,409,010",0.90%,"20,871,409,010","2,480,145","2,480,145","1,141","77,508",한국,한국,"유한회사 질라라비,(주)아우라픽처스",(주)에이스메이커무비웍스,12세이상관람가,"범죄,드라마",정지영,"조진웅,이하늬,이경영,강신일,최덕문,조한철,허성태,강도연,정인기,윤진영,박영빈,최정현,엄지만,천재홍,김태향,고인배,권반석,김곤,김산,김강훈,김누리,김대근,김동규,김동인,김서하,김선희,김윤도,김재록,김종언,김종태,김주아,김진구,김진래,김형석,김형진,김호연,나연수,남명렬,남문철,노성후,노진원,류승수,문성근,문정웅,박민관,박상혁,박승일,박응수,박재완,박종범,박종희,박주미,박지현,박희진,배장수,백예현,백옥균,변동욱,서현철,서호철,선학,성병숙,송동환,송현기,신동진,신영진,엄지만,오상준,오진호,우상희,우수빈,유광수,유민주,유태오,윤병희,윤영식,윤진영,천성우,이가경,이가경,이광연,이나라,최정현,최준혁,최지연,이성민,이승훈,이시우,한갑수,한담희,이예영,이용재,한수호,이은정,허성태,이재용,이종호,이진영,황윤호,이진혁,이태형,임영혜,임정민,조정환,임채선,조한철,조형일,조혜인,장래군,진시원,장원진,정재원,전시아,정민규,정민성,정인기,정의욱,권소현,이종운"
27,터미네이터: 다크 페이트,2019-10-30,"20,167,141,830",0.80%,"20,167,141,830","2,410,227","2,410,227","1,315","81,345",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,"액션,어드벤처,SF",팀 밀러,"맥켄지 데이비스,아놀드 슈왈제네거,린다 해밀턴,나탈리아 레이즈,가브리엘 루나"
28,히트맨,2020-01-22,"20,614,278,000",0.90%,"20,614,278,000","2,406,232","2,406,232","1,122","87,782",한국,한국,베리굿스튜디오(주),롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"코미디,액션",최원섭,"권상우,정준호,황우슬혜,이이경,이지원,허성태,조운,허동원,이준혁,이중옥,안성봉,주서은,권유준,이상이,오자훈,배민준,박경근,손성찬,문정대,이건구,하경민,김사란,신수오,조셉,손태양,채인우,김건,서성균,박가은,안보라,권반석,황태희,김원영,변동욱,강현우,정수용,심상윤,이윤규,신희정,윤동주,심홍섭,배재성,장필상,박지해,나승준,손지민,이한종,아우 티투 솔루키,문정수,김원중,김흥태,김관영,김대근,우광제,이왕수,남승화,이창섭,이금용,임효우,박현선,주창욱,문형돈,원우,최재현,올렉 오스트로스키,디미트리 키에르베,서정훈,신기원,박예찬,임효진,설윤지,강영준,옥주리,김풍,황병국,김미희,한철우,이상원,김길동,배진웅,김성준,이승아,김나은,히트맨,박상연,박성진,김종석,이동혁,이승민,이건우,최준혁,박도영,양정두,유재근,김민성,김재명,김동현,도현,이상진,이건,최지민,안영주,윤준호,이동욱,박창희,노희중,최지혜,유지연,박두식,이재남"
29,사바하,2019-02-20,"20,008,066,194",0.80%,"20,008,066,194","2,398,581","2,398,581","1,174","78,097",한국,한국,"(주)외유내강,(주)필름케이",(주)씨제이이엔엠,15세이상관람가,"미스터리,스릴러",장재현,"이정재,박정민,이재인,유지태,정진영,진선규,이다윗,배해선,차래형,황정민,김근영,윤경호,지승현,이항나,정동환,문창길,오윤홍,문숙,강나영,김두은,김유린,김지후,조수지,신보경,정병두,이재순,배선엽,곽영신,유승희,장지민,정혜은,강우진,윤창희,김근우,이치민,하승협,권해성,손병우,박상현,김찬빈,한유한,이월진,박재만,박영래,이광석,한형주,류현주,손연서,유선이,강민재,남도현,강성철,강지현,류경인,권귀빈,박수미,권오준,민설애,김가은,김금순,박종범,설시연,박지윤,박지환,박진영,박훈,김명희,백승철,신유진,안성진,안현빈,김범수,오누리,노유림,옥영진,옥주리,김소숙,강민지,임현주,이상우,정재은,임효진,김현정,이주실,허다정,이준구,정한호,장영애,권태호,김홍파,김정훈,조한준,이문석,이수정,김승현,황인준,정미경,조한아름,조한준,이건창,김지수,진선규,정서인,차순배,권해성,이대현,김진옥,표성수,표예리,한다경,이한울,이한울,김태윤,이은주,김유나,이재진,장희욱,박지윤"
30,타짜: 원 아이드 잭,2019-09-11,"19,687,491,214",0.80%,"19,687,491,214","2,229,281","2,229,281","1,429","66,480",한국,한국,"(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가,"범죄,드라마",권오광,"박정민,류승범,최유화,우현,윤제문,이광수,임지연,권해효,이창훈,오동민,장준휘,오혜원,여이레,이홍내,이상희,김예은,신문성,이윤상,유정호,남진복,박혁민,황재열,최원,임현성,서정연,이지훈,현봉식,최재현,오동민,김창환,오봄길,박경근,김형묵,유정호,김태준,유상훈,이택근,오경민,김철환,박규선,진모,류효정,오누리,박무영,이규호,지희제,박상규,김세인,홍주형,한동원,현오봉,이홍내,황재열,백예현,박지한,서승교,신민서,김종숙,권혁준,오태은,최남욱,김남훈,최현수,김준희,김성강,이무녕,남승화,박대성,윤영걸,황재명,이장원,이명엽,이정훈,차시연,노승은,김대한,곽기훈,고주선,서윤하,김진옥,김영희,김윤숙,김유영,최희영,정유준,김혜지,김성수,김태현,안상은,정세희,이시안,지수,안소미,김이슬,라일라,태지우,장규미,최윤빈,조기태,김창조,윤종인,노진영,방태현,임효진,김광수,원탐슬,김정남,이경수,김민광,박동훈,김주승,최명빈,홍예서,김희원,배유람,최재환,이창희,주진모,최동훈,김인애,박지은,윤금선아"
