■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2013-01-01~2014-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,수상한 그녀,2014-01-22,"62,705,348,249",2.00%,"62,705,348,249","8,657,982","8,657,982","1,027","136,975",한국,한국,"(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",(주)씨제이이엔엠,15세이상관람가,드라마,황동혁,"심은경,나문희,박인환,성동일,이진욱,김현숙,황정민,김슬기,박형우,신재훈,박인환,이태식,박재홍,서진호,양태규,정상원,정은임,정종혁,조명행,진영,한상경,한흥석,김경아,이주희,김동욱,김동희,김민준,김선하,김순찬,김영웅,김용진,김재섭,김정원,박선희,한지은,김수현,황영희,장광,전우재,강필선,김가희,황승언,임현성,정인기,이장유,하연주,박혜진,김남순,조혜선"
11,베를린,2013-01-30,"52,355,568,637",1.60%,"52,355,568,637","7,166,290","7,166,290",894,"111,744",한국,"한국,독일","(주)외유내강,(주)씨제이이엔엠",(주)씨제이이엔엠,15세이상관람가,액션,류승완,"하정우,한석규,류승범,전지현,이경영,최무성,곽도원,김서형,백승익,배정남,곽진석,김서원"
12,은밀하게 위대하게,2013-06-05,"48,700,887,413",1.50%,"48,700,887,413","6,959,083","6,959,083","1,341","117,461",한국,한국,(주)엠씨엠씨,(주)쇼박스,15세이상관람가,"액션,코미디,드라마",장철수,"김수현,박기웅,이현우,손현주,박혜숙,김성균,고창석,장광,신정근,홍경인,이채영,박은빈,최우식,이연경,이재남,이주원,장하은,장하진,황의준,송경호,이명규,주현,조영진,성유빈,원현준,이재우"
13,숨바꼭질,2013-08-14,"39,602,995,500",1.20%,"39,602,995,500","5,604,106","5,604,106",779,"88,064",한국,한국,(주)드림캡쳐,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,허정,"손현주,문정희,전미선,장채린,김수안,김원해,노수산나,정준원,김근영,성유빈,주석태,정민성,김혜윤,김자영"
14,더 테러 라이브,2013-07-31,"39,869,706,381",1.20%,"39,869,706,381","5,584,139","5,584,139",809,"93,488",한국,한국,(주)씨네이천,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,기타",김병우,"하정우,이경영,전혜진,이다윗,이재관,이춘연,장성환,전려경,박수화,김홍파,김대명,최진호,김소진,강진아,최대훈,강신철,한성천,손성찬,최정현"
15,감시자들,2013-07-03,"39,380,162,179",1.20%,"39,380,162,179","5,508,017","5,508,017",949,"100,309",한국,한국,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션","조의석,김병서","설경구,정우성,한효주,진경,이준호,임달화,손민석,김대진,이태형,이동휘,이화정,김진곤,박지훈,김지훈,신성일,변요한,정우근,장원형,장유리,조도연,지영준,한영주,문성렬,박영진,박지연,백동현,신경철,이가람,이상민,김병옥,윤돈선,강신하,이동진"
16,국제시장,2014-12-17,"41,089,567,596",1.30%,"41,089,567,596","5,345,677","5,345,677",966,"63,603",한국,한국,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수,김근영,허동원,현봉식,강신철,손영순,박혜진,유정호,남진복,신정섭"
17,트랜스포머: 사라진 시대,2014-06-25,"44,012,752,845",1.40%,"44,012,752,845","5,295,836","5,295,836","1,602","107,875",미국,미국,,(주)씨제이이엔엠,12세이상관람가,"액션,SF,어드벤처",마이클 베이,"마크 월버그,제시카 고메즈,니콜라 펠츠,잭 레이너,스탠리 투치,리빙빙"
18,월드 워 Z,2013-06-20,"38,555,356,000",1.20%,"38,555,356,000","5,237,525","5,237,525",964,"100,823",미국,미국,플랜 비 엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,스릴러,SF,액션,어드벤처",마크 포스터,"브래드 피트,미레유 에노스,매튜 폭스"
19,군도: 민란의 시대,2014-07-23,"36,988,022,499",1.20%,"36,988,022,499","4,774,931","4,774,931","1,394","67,237",한국,한국,"(주)영화사 월광,(주)쇼박스",(주)쇼박스,15세이상관람가,"사극,액션",윤종빈,"하정우,강동원,최귀화,이성민,조진웅,마동석,윤지혜,정만식,김성균,김재영,주진모,이경영,신나라,정두홍,조남희,조현도,김광현,김병주,김영철,김지선,김태수,노남석,송영창,이경영,김병옥,주영호,한예리,김시은,김해숙,정대용,정재헌,박명신,임현성,강신철,윤경호"
20,엣지 오브 투모로우,2014-06-04,"38,732,961,201",1.20%,"38,732,961,201","4,699,307","4,699,307",801,"94,559",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,SF",더그 라이만,"톰 크루즈,에밀리 블런트,빌 팩스톤"
21,신세계,2013-02-21,"34,881,330,905",1.10%,"34,881,330,905","4,682,492","4,682,492",671,"90,581",한국,한국,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"범죄,액션",박훈정,"이정재,최민식,황정민,박성웅,송지효,정영기,이경영,정군,정민욱,정종화,최봉록,권지훈,한동욱,한재덕,허명행,남경민,신수정,연영식,김병옥,김홍파,장광,정재헌,김윤성,최일화,리우진,박인수,권태원,정민성,류성현,곽진석,김서원"
22,엑스맨: 데이즈 오브 퓨처 패스트,2014-05-22,"34,654,558,766",1.10%,"34,654,558,766","4,313,871","4,313,871","1,056","82,722",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,판타지,SF,어드벤처",브라이언 싱어,"휴 잭맨,제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스,할리 베리,엘렌 페이지"
23,어메이징 스파이더맨 2,2014-04-23,"34,869,101,800",1.10%,"34,869,101,800","4,168,353","4,168,353","1,312","91,715",미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,"액션,판타지",마크 웹,"앤드류 가필드,엠마 스톤,제이미 폭스,데인 드한"
24,용의자,2013-12-24,"30,037,521,000",0.90%,"30,037,521,000","4,131,338","4,131,338",807,"69,124",한국,한국,"(주)그린피쉬,(주)쇼박스",(주)쇼박스,15세이상관람가,"액션,스릴러",원신연,"공유,박희순,조성하,유다인,김성균,조재윤,김민재,김의성,송재림,최종률,남보라,기주봉,이채윤,이현명,이현우,박진수,신나라,신창환,차현준,최두리,최태환,이민수,이병훈,이성제,김경호,이언정,이재혁,김기환,김은영,김정훈,김주영,김진아,김태현,류정은,문용군,송재호,박찬영,서현우,원현준,정아미,정종열,조혜선,박지일,이동진,이상협"
25,타짜-신의 손,2014-09-03,"32,373,120,927",1.00%,"32,373,120,927","4,015,361","4,015,361",890,"80,584",한국,한국,(주)싸이더스,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",청소년관람불가,드라마,강형철,"최승현,신세경,곽도원,유해진,김윤석,이하늬,김인권,이경영,고수희,오정세,박효주,백승찬,양성우,우민호,윤지환,이승원,이승훈,이영민,이원호,정동근,조연우,한준우,홍승철,황현서,김원영,김장미,문도선,이준혁,김새벽,배유람,안재홍,이동휘,김원해,최종률,고준,조경현,박수영,이성욱,송재룡,천우희,배진웅,윤경호,정다원,하성광,곽자형,곽수정,김민상,양도현,김종태,김송일"
26,혹성탈출: 반격의 서막,2014-07-10,"31,514,053,095",1.00%,"31,514,053,095","4,002,560","4,002,560",956,"72,881",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,드라마,SF,스릴러",맷 리브스,"앤디 서키스,게리 올드만,제이슨 클락"
27,캡틴 아메리카: 윈터 솔져,2014-03-26,"31,711,040,385",1.00%,"31,711,040,385","3,963,251","3,963,251","1,106","110,109",미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),15세이상관람가,"액션,어드벤처,SF","조 루소,안소니 루소","크리스 에반스,스칼렛 요한슨,사무엘 L. 잭슨,로버트 레드포드"
28,박수건달,2013-01-09,"28,343,986,569",0.90%,"28,379,548,569","3,893,216","3,897,969",603,"60,585",한국,한국,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",(주)쇼박스,15세이상관람가,코미디,조진규,"박신양,김정태,엄지원,정혜영,김성균,최일화,최지호,김형범,장원종,이충재,장성진,장진,조용우,김에스라,현태환,서형찬,이덕화,정윤선,김홍파,이양희,정민성,김경룡,홍기준,김남순,설창희,박세진"
29,역린,2014-04-30,"29,894,266,890",0.90%,"29,894,266,890","3,849,552","3,849,552","1,054","83,296",한국,한국,"굿초이스컷픽쳐스(주),(주)파파스필름",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,사극,이재규,"현빈,정재영,조정석,한지민,조재현,박성웅,김성령,정은채,강민지,박지혜,석현,정성민,조정민,최용식,이상현,한대룡,이수봉,홍남희,김고운,이승주,이승주,이승훈,이언정,이용출,이용출,이정수,김기수,김나현,김도연,김두루,김현진,송영창,김대명,천보근,서이숙,성유빈,고보결,이성우,한성천,전국향,곽자형,배우경"
30,"님아, 그 강을 건너지 마오",2014-11-27,"29,845,829,479",0.90%,"29,845,829,479","3,846,378","3,846,378",806,"67,170",한국,한국,아거스필름,"CGV아트하우스,(주)대명문화공장",전체관람가,다큐멘터리,진모영,"조병만,강계열"
31,신의 한 수,2014-07-03,"28,812,027,456",0.90%,"28,812,027,456","3,566,852","3,566,852",794,"77,109",한국,한국,"(주)메이스엔터테인먼트,(주)아지트필름",(주)쇼박스,청소년관람불가,"범죄,액션",조범구,"정우성,안성기,이범수,김인권,이시영,안길강,최진혁,홍성덕,정윤선,강다혜,박지훈,백동현,서병덕,고용석,윤정희,이다혜,최두엽,최시은,최제헌,이명희,권태원,이은지,이정호,이주희,김선웅,김주형,김태진,박갑진,유재상,김홍파,유순철,김명수,안서현,이용녀,최일화,김소진"
32,끝까지 간다,2014-05-29,"27,007,303,900",0.80%,"27,007,303,900","3,450,305","3,450,305",645,"84,875",한국,한국,"(주)에이디사공육,(주)다세포클럽",(주)쇼박스,15세이상관람가,"액션,스릴러,범죄",김성훈,"이선균,조진웅,신정근,정만식,신동미,김동영,박보검,박진성,정하철,윤종현,이승준,이지훈,김보경,이영수,김재철,김진환,배유람,김강현,기주봉,장인섭,장준녕,김해곤,서현우,이준혁,주석태,김승훈,이장유,김그림,허정은"
33,스파이,2013-09-05,"24,509,278,305",0.80%,"24,509,278,305","3,435,802","3,435,802",785,"72,796",한국,"한국,태국","(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,15세이상관람가,액션,이승준,"설경구,문소리,다니엘 헤니,고창석,한예리,라미란,서승인,이대수,이성제,최승현,오대환,이무생,강석철,김종수,조영진,김소진,차순배,서현우,이나라,박지연,정인기,한이진,양도현,김송일"
34,비긴 어게인,2014-08-13,"27,098,834,504",0.80%,"27,098,834,504","3,427,524","3,427,524",525,"82,684",미국,미국,,판씨네마(주),15세이상관람가,멜로/로맨스,존 카니,"키이라 나이틀리,마크 러팔로,애덤 리바인,헤일리 스테인펠드,제임스 코든,캐서린 키너"
35,어바웃 타임,2013-12-05,"24,986,003,200",0.80%,"24,986,003,200","3,392,699","3,392,699",568,"62,290",영국,영국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"멜로/로맨스,코미디",리차드 커티스,"레이첼 맥아담스,도널 글리슨,빌 나이"
36,그래비티,2013-10-17,"31,486,284,600",1.00%,"31,486,284,600","3,227,647","3,227,647",636,"81,631",미국,미국,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",12세이상관람가,"SF,드라마",알폰소 쿠아론,"산드라 블록,조지 클루니"
37,타워,2012-12-25,"22,996,601,500",0.70%,"37,654,858,000","3,166,425","5,181,014",638,"58,869",한국,한국,"(주)씨제이이엔엠,(주)더타워픽쳐스",(주)씨제이이엔엠,12세이상관람가,드라마,김지훈,"설경구,손예진,김상경,김인권,도지한,안성기,이한위,김성오,송재호,차인표,박철민,조민아,권현상,박정학,임경만,장혜리,조윤경,배진호,안용우,전배수,이창용,박영수,이주실,김수진,권태원,김응수,전국향,정인기"
38,감기,2013-08-14,"21,774,884,000",0.70%,"21,774,884,000","3,117,859","3,117,859",806,"55,046",한국,한국,"아이러브시네마,(주)아이필름홀딩스,(주)씨제이이엔엠",아이러브시네마,15세이상관람가,"드라마,어드벤처,액션",김성수,"장혁,수애,박민하,유해진,이희준,김기현,이상엽,박효주,박정민,최병모,마동석,차인표,정석원,나기찬(윤숭태),정재형,김남준,한승희,전상진,이영수,한정학,이학수,장슬기,김태준,박성철,박예슬,박진혁,박희권,유순철,나윤성,남문철,이윤희,설창희,최정현,김서원,양도현,이람,이동진"
39,토르: 다크 월드,2013-10-30,"22,525,808,500",0.70%,"22,525,808,500","3,039,889","3,039,889",733,"78,095",미국,미국,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,"액션,어드벤처,판타지",앨런 테일러,"크리스 헴스워스,톰 히들스턴,나탈리 포트만,스텔란 스카스가드,이드리스 엘바,안소니 홉킨스"
40,레드: 더 레전드,2013-07-18,"21,511,371,970",0.70%,"21,511,371,970","3,004,649","3,004,649",739,"55,733",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,코미디,범죄",딘 패리소트,"브루스 윌리스,존 말코비치,메리-루이스 파커,이병헌,캐서린 제타-존스,안소니 홉킨스,헬렌 미렌"
41,드래곤 길들이기 2,2014-07-23,"23,979,935,189",0.70%,"23,979,935,189","3,000,056","3,000,056",829,"51,924",미국,미국,,(주)씨제이이엔엠,전체관람가,"애니메이션,액션,어드벤처",딘 데블로이스,"제이 바루첼,제라드 버틀러,케이트 블란쳇,아메리카 페레라"
42,친구 2,2013-11-14,"21,804,687,513",0.70%,"21,804,687,513","2,971,475","2,971,475",968,"69,865",한국,한국,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,액션,곽경택,"유오성,주진모,김우빈,김미진,최종석,한기준,문혜지,황순영,신승찬,양혜경,이재덕,정종호,정현수,이준혁,장영남,이철민,이동훈,기주봉,정호빈,한재영,지승현,황성준,조민준,장지건,고우림,주석태,최정현,유정호,이언수"
43,표적,2014-04-30,"22,256,769,300",0.70%,"22,256,769,300","2,841,828","2,841,828",716,"72,255",한국,한국,"(주)바른손이앤에이,(주)용필름",(주)씨제이이엔엠,15세이상관람가,"액션,드라마",창,"류승룡,유준상,이진욱,김성령,조여정,조은지,진구,강구현,배정현,서동필,임일규,정순태,홍성민,김동준,김대명,김영재,이현욱,장준녕,변상윤"
44,메이즈 러너,2014-09-18,"21,489,367,677",0.70%,"21,489,367,677","2,812,427","2,812,427",655,"71,048",미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,미스터리,SF,스릴러",웨스 볼,"딜런 오브라이언,카야 스코델라리오,윌 폴터,토마스 생스터,이기홍"
45,나우 유 씨 미 : 마술사기단,2013-08-22,"19,146,691,869",0.60%,"19,146,691,869","2,718,227","2,718,227",691,"54,658",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"범죄,액션,스릴러",루이스 리테리어,"제시 아이젠버그,마크 러팔로,우디 해럴슨,멜라니 로랑,아일라 피셔,데이브 프랑코,마이클 케인,모건 프리먼"
46,소원,2013-10-02,"18,529,880,600",0.60%,"18,529,880,600","2,711,086","2,711,086",651,"72,330",한국,한국,필름모멘텀,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,이준익,"설경구,엄지원,이레,김해숙,김상호,라미란,양진성,이승택,하진,조복래,안세하,서현우,권태원,강신철,김미경,정민성"
47,레미제라블,2012-12-19,"19,645,915,300",0.60%,"43,074,520,800","2,709,075","5,919,182",592,"49,406",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,드라마,톰 후퍼,"휴 잭맨,러셀 크로우,앤 해서웨이,아만다 사이프리드,헬레나 본햄 카터"
48,퍼시픽 림,2013-07-11,"20,477,374,512",0.60%,"20,477,374,512","2,539,113","2,539,113","1,005","55,655",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,SF,어드벤처",길예르모 델 토로,"찰리 허냄,론 펄먼,이드리스 엘바,찰리 데이"
49,호빗: 다섯 군대 전투,2014-12-17,"21,428,483,344",0.70%,"21,428,483,344","2,509,887","2,509,887",926,"43,833",미국,"미국,뉴질랜드",,워너브러더스 코리아(주),12세이상관람가,"어드벤처,판타지",피터 잭슨,"마틴 프리먼,이안 맥켈런,리차드 아미티지,케이트 블란쳇,올랜도 블룸,크리스토퍼 리,휴고 위빙,에반젤린 릴리"
50,화이: 괴물을 삼킨 아이,2013-10-09,"17,695,683,795",0.60%,"17,695,683,795","2,394,487","2,394,487",817,"59,051",한국,한국,"나우필름(주),파인하우스필름(주),(주)쇼박스",(주)쇼박스,청소년관람불가,"액션,스릴러",장준환,"여진구,김윤석,조진웅,장현성,김성균,박해준,임지은,남지현,설우신,이성,이태종,한진,홍준표,유연석,이준혁,박진우,한주완,서영화,이진성,장인섭,손강국,이승용,김근영,이유미,박경혜,권은수,박용우,박성준,김영민,한이진,신정섭,김종태"
51,호빗: 스마우그의 폐허,2013-12-12,"17,850,613,316",0.60%,"17,850,613,316","2,282,744","2,282,744",811,"39,617",미국,"미국,뉴질랜드",,워너브러더스 코리아(주),12세이상관람가,"어드벤처,드라마,판타지",피터 잭슨,"마틴 프리먼,베네딕트 컴버배치,케이트 블란쳇,올랜도 블룸,리차드 아미티지,루크 에반스,휴고 위빙,크리스토퍼 리,에반젤린 릴리"
52,컨저링,2013-09-17,"16,353,225,777",0.50%,"16,353,225,777","2,262,758","2,262,758",563,"48,616",미국,미국,,워너브러더스 코리아(주),15세이상관람가,"공포(호러),스릴러",제임스 완,"베라 파미가,패트릭 윌슨,릴리 테일러"
53,맨 오브 스틸,2013-06-13,"17,092,964,063",0.50%,"17,092,964,063","2,182,227","2,182,227",998,"55,514",미국,미국,,워너브러더스 코리아(주),12세이상관람가,SF,잭 스나이더,"헨리 카빌,에이미 아담스,러셀 크로우,케빈 코스트너"
54,나의 사랑 나의 신부,2014-10-08,"16,636,404,305",0.50%,"16,636,404,305","2,141,155","2,141,155",629,"69,681",한국,한국,필름모멘텀,씨네그루(주)다우기술,15세이상관람가,"멜로/로맨스,코미디",임찬상,"조정석,신민아,윤정희,이상희,전예원,조아라,김광수,김보미,김선하,김은비,박주운,신영일,배성우,라미란,윤문식,황정민,서강준,김형욱,김근영,고규필,강신철,박지연,이장유,조현식,손병욱"
55,몽타주,2013-05-16,"15,002,458,500",0.50%,"15,002,458,500","2,095,592","2,095,592",544,"53,195",한국,한국,(주)미인픽쳐스,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,정근섭,"엄정화,김상경,송영창,조희봉,정해균,유승목,이정환,조한기,고해성,허정은,홍종성,김윤태,이준혁,오대환,기주봉,백지원,정종열,정희태"
56,논스톱,2014-02-27,"16,066,549,940",0.50%,"16,066,549,940","2,084,482","2,084,482",582,"58,217",미국,"미국,프랑스",,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,액션,자움 콜렛 세라,"리암 니슨,줄리안 무어,미쉘 독커리,앤슨 마운트,존 아브라함스,스쿳 맥네이리"
57,인투 더 스톰,2014-08-28,"16,157,166,332",0.50%,"16,157,166,332","2,078,698","2,078,698",585,"45,899",미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,스릴러",스티븐 쿼일,"리차드 아미티지,사라 웨인 콜리스,제레미 섬터"
58,노아,2014-03-20,"15,514,373,500",0.50%,"15,514,373,500","2,026,594","2,026,594",952,"56,722",미국,미국,,(주)씨제이이엔엠,15세이상관람가,"어드벤처,드라마,판타지",대런 아로노프스키,"러셀 크로우,엠마 왓슨,로건 레먼,안소니 홉킨스,제니퍼 코넬리"
59,남자가 사랑할 때,2014-01-22,"14,510,222,300",0.50%,"14,510,222,300","1,979,311","1,979,311",531,"41,123",한국,한국,"(주)사나이픽처스,필름트레인",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,드라마",한동욱,"황정민,한혜진,곽도원,정만식,손세빈,백동현,이확광,임정빈,임희준,양준호,조왕섭,조화성,최제헌,이성호,한동욱,권지훈,허명행,황병국,김정수,남경민,문성렬,박성웅,이채은,김병옥,김홍파,남일우,김태희,김종수,최우리,남문철,박지환,강민아,정희태,곽진석,김서원,박혁민,손병욱"
60,루시,2014-09-03,"16,468,076,039",0.50%,"16,468,076,039","1,974,893","1,974,893",641,"44,585",미국,"미국,프랑스",,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,액션,뤽 베송,"스칼렛 요한슨,모건 프리먼,최민식,신유람"
61,터보,2013-07-25,"13,121,226,000",0.40%,"13,121,226,000","1,925,154","1,925,154",634,"28,838",미국,미국,,(주)씨제이이엔엠,전체관람가,애니메이션,데이빗 소렌,"라이언 레이놀즈,폴 지아마티,마이클 페나,사무엘 L. 잭슨,루이스 구즈만,스눕 독,미쉘 로드리게즈"
62,연애의 온도,2013-03-21,"13,799,922,446",0.40%,"13,799,922,446","1,865,332","1,865,332",567,"57,893",한국,한국,(주)뱅가드스튜디오,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"멜로/로맨스,코미디",노덕,"이민기,김민희,최무성,라미란,장영준,정여진,조치언,박명규,권유진,박병은,하연수,김강현,김자영,정종열"
63,지.아이.조 2,2013-03-28,"14,457,048,500",0.40%,"14,457,048,500","1,855,917","1,855,917",766,"62,627",미국,"미국,캐나다",파라마운트 픽쳐스,(주)씨제이이엔엠,15세이상관람가,"액션,어드벤처,SF",존 추,"이병헌,브루스 윌리스,드웨인 존슨,채닝 테이텀,애드리앤 팰리키,레이 스티븐슨,레이 파크"
