■ 기간별 박스오피스,,,,,,,,,,,,,,,,,
- 조회일: 2021-07-23,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 2017-01-01~2018-12-31   영화구분: 전체   국적: 전체   지역: 전체   제작사 : 전체   배급사 : 전체   감독명 : 전체   배우명 : 전체   등급별 : 전체   장르별 : 전체 ],,,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
10,군함도,2017-07-26,"50,510,565,168",1.40%,"50,510,565,168","6,592,151","6,592,151","2,027","108,775",한국,한국,"(주)외유내강,(주)필름케이",(주)씨제이이엔엠,15세이상관람가,"액션,드라마",류승완,"황정민,김규백,명인호,소지섭,송중기,이정현,김수안,지웅배,손용범,박선,박선주,박영준,박정민,박준서,박준서,박혜민,성정훈,오정현,오형근,전창현,정규호,정부용,지재우,이다영,이동준,이상협,이선민,이세형,이윤2,최호영,이재민,이정민,이정은,이정현,이제훈,허승준,이준희,이지은,이지환,이태영,이하은,이하준,이경영,장성범,백승철,김준한,김고은,박성일,설준수,조경현,여윤호,이준혁,신희철,김동영,이정현,전배수,윤경호,강덕중,김정원,이문석,정병두,김예은,김인우,정만식,정태야,추연규,한윤식,박상호"
11,미션 임파서블: 폴아웃,2018-07-25,"55,888,375,112",1.60%,"55,888,375,112","6,584,915","6,584,915","1,957","101,374",미국,미국,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"액션,스릴러",크리스토퍼 맥쿼리,"톰 크루즈,레베카 퍼거슨,바네사 커비,미셸 모나한,헨리 카빌,안젤라 바셋,사이먼 페그,알렉 볼드윈"
12,쥬라기 월드: 폴른 킹덤,2018-06-06,"49,770,711,037",1.40%,"49,770,711,037","5,661,128","5,661,128","1,972","144,779",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,어드벤처,SF",후안 안토니오 바요나,"크리스 프랫,브라이스 달라스 하워드,제프 골드블럼,저스티스 스미스,토비 존스,B.D. 웡,테드 레빈,제임스 크롬웰,라프 스팰,제랄딘 채플린,마이클 파파존,카밀 레미에쉐브스키,다니엘라 피네다,로버트 엠스"
13,청년경찰,2017-08-09,"44,382,020,516",1.20%,"44,382,020,516","5,653,444","5,653,444","1,102","118,547",한국,한국,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,김주환,"박서준,강하늘,성동일,박승호,한도진,박하선,정다은,김규백,이하준,이현일,임대현,박정훈,장석진,서은지,서정우,서지원,신정화,조윤주,우상기,이강재,이다영,최광원,최지민,이도현,이상민,이세희,이수진,한재욱,이은비,이재웅,이정수,이주원,서정연,고준,전준영,이호정,배유람,이승희,류경수,정원중,이수인,김강현,최홍일,정동훈,안성봉,양현진,서도빈,지찬,이규성,변우석,박재홍,태윤"
14,앤트맨과 와스프,2018-07-04,"47,468,053,685",1.30%,"47,468,053,685","5,448,134","5,448,134","1,775","148,244",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF",페이튼 리드,"폴 러드,에반젤린 릴리,마이클 더글라스,미셀 파이퍼,로렌스 피쉬번,해나 존-케이먼,마이클 페나,월튼 고긴스"
15,안시성,2018-09-19,"46,335,334,026",1.30%,"46,335,334,026","5,440,186","5,440,186","1,540","110,439",한국,한국,"(주)영화사수작,(주)스튜디오앤뉴,모티브픽쳐스(주)",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"사극,액션",김광식,"이태진,조인성,신현숙,남주혁,박성웅,차영주,김경희,배성우,엄태구,설현,박병은,오대환,성동일,정은채,유오성,김미지,여윤호,박인수,이승일,이현,이경재,이낙준,이동민,이상혁,이상호,이성욱,이세민,이승석,배유리,이승환,배준수,이원재,이은희,이은희,이인규,이정민,김종호,이준우,이진용,이태진,이호준,임동영,임상현,김현우,김현창,나대한,오진석,유병주,윤정열,문창준,박경관,임용순,박세준,정미경,정지훈,김한솔,정태영,조석현,조형래,조혜인,조혜인,김욱,김대현,김동민,김동진,김명준,김민혁,최희열,한명환,한아름,한정환,김이현,김원중,김세홍,강희중,주석태,손영순,장광,옥자연,여이레,정인겸,신유람,박태산,정태야,황재필,이람,정현국,오일용,이정선,이민혁,문창완"
16,블랙 팬서,2018-02-14,"45,885,123,957",1.30%,"45,885,123,957","5,399,227","5,399,227","1,620","119,170",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,드라마,SF",라이언 쿠글러,"채드윅 보스만,마이클 B. 조던,루피타 뇽,다네이 거라이라,마틴 프리먼,안젤라 바셋,포레스트 휘테커,앤디 서키스,레티티아 라이트,다니엘 칼루야,윈스턴 듀크"
17,더 킹,2017-01-18,"43,488,814,535",1.20%,"43,488,814,535","5,317,693","5,317,693","1,310","107,983",한국,한국,(주)우주필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,드라마",한재림,"조인성,정우성,배성우,김아중,류준열,김의성,김민재,정성모,정은채,김소진,황승언,이주연,정준용,박시영,임승묵,박정민,박지홍,박진영,장승연,손영진,안용우,유현종,이나경,이석호,한미진,이승민,이윤희,김원진,김규선,남명렬,이가경,차지원,차엽,오대환,이세랑,정원중,곽순우,금새록,김해나,정인기,박성근,윤부진,조대희,임용순,이열음,염석무,박기만,이병철"
18,완벽한 타인,2018-10-31,"44,350,807,074",1.20%,"44,350,807,074","5,293,435","5,293,435","1,325","143,055",한국,한국,"(주)필름몬스터,드라마하우스(주)",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,코미디",이재규,"유해진,조진웅,이서진,염정아,김지수,송하윤,윤경호,지우,정민규,정지훈,조용진,최유화,조달환"
19,미녀와 야수,2017-03-16,"42,133,751,579",1.20%,"42,133,751,579","5,138,328","5,138,328","1,627","140,561",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"멜로/로맨스,판타지,뮤지컬",빌 콘돈,"엠마 왓슨,댄 스티븐스,루크 에반스,이완 맥그리거,이안 맥켈런,엠마 톰슨,구구 바샤-로,케빈 클라인,스탠리 투치"
20,독전,2018-05-22,"43,485,551,113",1.20%,"43,485,551,113","5,063,684","5,063,684","1,532","140,007",한국,한국,"(주)용필름,보야저필름",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원,이주영,김태준,서현우,이경제,이민호,김재훈,백승환,이정철,이정호,김준형,이주영,이지민,안성봉,김태준,김태현,오현석,박성연,박예진,박은영,박정진,박종범,정여진,박진수,최성철,김대근,황기석,김양수,김선우,강승현,강지현,김누리,김동영,진서연,정가람,김동영,금새록,정준원,서문호,이육헌,윤재인,정종우,추연규"
21,공작,2018-08-08,"42,788,851,176",1.20%,"42,788,851,176","4,974,520","4,974,520","1,317","99,001",한국,한국,"(주)영화사 월광,(주)사나이픽처스",(주)씨제이이엔엠,12세이상관람가,드라마,윤종빈,"황정민,이성민,조진웅,주지훈,김대현,이경호,이기용,이동희,이상원,이상현,박현민,박혜영,김재희,이승찬,이승환,이승훈,이은영,김정현,이재우,이재혁,김정호,김종수,김지나,서주연,손승훈,이창석,이창훈,이희경,김지혜,김지홍,김진영,김현중,김형기,김형우,정재헌,박진수,박진영,강주석,정혜경,조현수,강민지,김다솜,김대현,김미혜,최운진,최지현,최희열,김소진,김수연,김은아,김승희,김영진,김영훈,김용석,김우영,김우현,주해은,한창현,양현민,정기섭,민무제,한성천,금새록,김응수,최병모,손성찬,홍기준,정소리,김규백,김규남,최정인,박경찬,곽자형,강덕중,류성현,감승민,김현,윤재인,권범택,설창희,김인우,양지수,곽진석,박혁민,염석무,엄지만,정종우,김도율,권유진,김종태"
22,킹스맨: 골든 서클,2017-09-27,"40,987,484,736",1.10%,"40,987,484,736","4,945,484","4,945,484","1,687","95,922",미국,"미국,영국",,이십세기폭스코리아(주),청소년관람불가,"액션,어드벤처,코미디",매튜 본,"콜린 퍼스,줄리안 무어,태런 에저튼,마크 스트롱,할리 베리,엘튼 존,채닝 테이텀,제프 브리지스"
23,토르: 라그나로크,2017-10-25,"39,261,266,595",1.10%,"39,261,266,595","4,858,572","4,858,572","1,640","137,496",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF",타이카 와이티티,"크리스 헴스워스,톰 히들스턴,케이트 블란쳇,이드리스 엘바,제프 골드블럼,테사 톰슨,칼 어번,마크 러팔로,안소니 홉킨스"
24,강철비,2017-12-14,"35,489,576,466",1.00%,"35,489,576,466","4,452,740","4,452,740","1,426","80,358",한국,한국,"(주)와이웍스엔터테인먼트,(주)모팩",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,드라마",양우석,"정우성,곽도원,김갑수,김의성,이경영,조우진,정원중,김명곤,박은혜,김지호,안미나,원진아,정유나,이상민,이정호,정환,한승헌,박민희,한창현,이양희,현봉식,손성찬,이지원,강덕중,최현종,권범택,천재홍,정종우"
25,꾼,2017-11-22,"31,313,568,795",0.90%,"31,313,568,795","4,018,341","4,018,341","1,314","117,419",한국,한국,(주)영화사두둥,(주)쇼박스,15세이상관람가,범죄,장창원,"현빈,유지태,배성우,박성웅,나나,안세하,최덕문,전보람,전헌태,이용희,이재남,이창호,김동철,황인범,차순배,염동헌,허성태,주석태,정민성,최홍일,김자영,류성현,유정호,손병욱,신정섭"
26,베놈,2018-10-03,"34,100,211,207",1.00%,"34,100,211,207","3,888,096","3,888,096","1,308","116,149",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"액션,SF,스릴러",루벤 플레셔,"톰 하디,미쉘 윌리엄스,리즈 아메드,제니 슬레이트"
27,남한산성,2017-10-03,"31,225,419,792",0.90%,"31,225,419,792","3,849,129","3,849,129","1,229","71,102",한국,한국,(주)싸이런픽쳐스,(주)씨제이이엔엠,15세이상관람가,"사극,드라마",황동혁,"이병헌,김윤석,박해일,고수,박희순,조우진,박주운,박지원,백동현,서병철,장정국,이정호,이호중,권효민,신희철,한창현,허성태,이장유,곽자형,강덕중,박지일,최희도,엄지만"
28,암수살인,2018-10-03,"32,995,138,548",0.90%,"32,995,138,548","3,789,321","3,789,321","1,177","126,127",한국,한국,"(주)필름295,(주)블러썸픽쳐스",(주)쇼박스,15세이상관람가,"범죄,드라마",김태균,"김윤석,주지훈,문정희,진선규,이재현,이윤재,김종수,김지성,이현주,임병우,김진혁,김학준,윤성원,박성현,박진수,박진영,권회수,허진,김영웅,김윤석,배해선,이봉련,정기섭,이유준,원현준,김미경,김미화,정종준,황재열"
29,데드풀 2,2018-05-16,"34,185,664,639",1.00%,"34,185,664,639","3,784,602","3,784,602","1,576","113,288",미국,미국,,이십세기폭스코리아(주),청소년관람불가,"액션,어드벤처,코미디,SF",데이빗 레이치,"라이언 레이놀즈,조슈 브롤린,재지 비츠,모레나 바카린,브리아나 힐데브란드"
30,국가부도의 날,2018-11-28,"30,845,862,137",0.90%,"30,845,862,137","3,747,952","3,747,952","1,180","100,804",한국,한국,영화사 집,(주)씨제이이엔엠,12세이상관람가,드라마,최국희,"김혜수,유아인,허준호,조우진,뱅상 카셀,이원희,이은주,손민석,손영진,이하윤,김진구,박경관,박재민,박재영,박정민,권훈,김기현,염혜란,최준영,조한철,한창현,엄효섭,장성범,동하,박진주,이양희,손성찬,전배수,백도겸,박경찬,정종열,양말복,한이진,김민상"
31,미이라,2017-06-06,"30,504,689,978",0.90%,"30,504,689,978","3,689,325","3,689,325","1,257","105,228",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,어드벤처,판타지",알렉스 커츠먼,"톰 크루즈,소피아 부텔라,애나벨 월리스,러셀 크로우,하비에르 보텟,제이크 존슨,코트니 B. 반스,딜란 스미스"
32,너의 이름은.,2017-01-04,"29,558,951,256",0.80%,"29,874,138,256","3,675,834","3,712,597",947,"84,176",일본,일본,,메가박스중앙(주)플러스엠,12세이상관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,"카미키 류노스케,카미시라이시 모네,나가사와 마사미,이치하라 에수코,유키 아오이,시마자키 노부나가,이시카와 카이토,타니 카논"
33,분노의 질주: 더 익스트림,2017-04-12,"29,981,156,348",0.80%,"29,981,156,348","3,653,238","3,653,238","1,469","113,241",미국,"미국,일본,프랑스,캐나다",,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,범죄,스릴러",F. 게리 그레이,"빈 디젤,드웨인 존슨,샤를리즈 테론,제이슨 스타뎀,스콧 이스트우드,커트 러셀,미셸 로드리게즈,엘자 패터키,에바 멘데스,헬렌 미렌,조다나 브루스터,루카스 블랙,타이레스 깁슨,루다크리스"
34,코코,2018-01-11,"27,723,289,440",0.80%,"27,723,289,440","3,513,114","3,513,114","1,177","85,934",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,리 언크리치,"가엘 가르시아 베르날,앤서니 곤잘레스,벤자민 브랫"
35,아쿠아맨,2018-12-19,"30,454,292,381",0.90%,"30,454,292,381","3,491,857","3,491,857","1,285","54,505",미국,"미국,호주",,워너브러더스 코리아(주),12세이상관람가,액션,제임스 완,"제이슨 모모아,앰버 허드,니콜 키드먼,패트릭 윌슨,윌렘 데포,돌프 룬드그렌"
36,그것만이 내 세상,2018-01-17,"27,454,117,382",0.80%,"27,454,117,382","3,419,753","3,419,753",956,"95,432",한국,한국,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,"코미디,드라마",최성현,"이병헌,윤여정,박정민,한지민,김성령,이주영,최리,이가경,이상준,박현주,이소정,이정호,이종승,이주영,이준석,안성봉,박상훈,박성훈,박소은,장혜리,정승환,박지연,박지훈,박지훈,조윤주,김동규,김민주,김유진,박지연,정윤하,오혜원,류제승,권귀빈,백현진,유정호,김서원,김병춘,김현정"
37,슈퍼배드 3,2017-07-26,"24,217,091,019",0.70%,"24,217,091,019","3,324,874","3,324,874","1,057","59,388",미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"피에르 꼬팽,카일 발다","스티브 카렐,크리스틴 위그,트레이 파커"
38,아이 캔 스피크,2017-09-21,"25,545,020,986",0.70%,"25,545,020,986","3,282,271","3,282,271","1,140","93,061",한국,한국,"주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",12세이상관람가,코미디,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이정현,홍상원,황연희,이재인,우지현,이신성,최수인,우상기,이대연,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규,이승민"
39,마녀,2018-06-27,"27,242,029,463",0.80%,"27,242,029,463","3,189,091","3,189,091","1,117","90,843",한국,한국,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),15세이상관람가,"미스터리,액션",박훈정,"김다미,조민수,박희순,최우식,백승철,김하나,이강곤,이상용,백규현,김종면,김종훈,서영희,송민수,이주원,이채현,이하영,이혜성,남경민,모그,박상현,박상훈,박시현,장민재,정다은,박정수,정승채,정지민,김한솔,조제웅,진영준,권용석,김기훈,김미진,최정우,김상훈,김수현,김승우,김영원,김영민,김우주,고민시,권태원,현봉식,이기영,최현종,오미희,김병옥,이주원,곽진석,명홍진"
40,탐정: 리턴즈,2018-06-13,"26,909,459,678",0.80%,"26,909,459,678","3,152,872","3,152,872","1,137","107,907",한국,한국,(주)크리픽쳐스,(주)씨제이이엔엠,15세이상관람가,"코미디,범죄",이언희,"권상우,성동일,이광수,서영희,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준,이광호,이동민,이동민,이상철,서영희,심상민,엄진용,임승묵,박성연,임효우,박영식,정성호,정연주,정인영,박태강,정택호,조혜선,최광락,권혁석,김동욱,김미진,최재옥,홍광석,홍광석,김선간,김수영,김승필,김승필,김용호,김원진,김성규,김연교,백인권"
41,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-24,"24,975,495,122",0.70%,"24,975,495,122","3,049,894","3,049,894","1,357","85,225",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,판타지,코미디","요아킴 뢰닝,에스펜 샌버그","조니 뎁,카야 스코델라리오,올랜도 블룸,하비에르 바르뎀,브렌튼 스웨이츠,제프리 러쉬,데이빗 웬햄,골시프테 파라하니,스티븐 그레이엄,케빈 맥널리,폴 매카트니,마틴 클레바,로드니 아피프"
42,인크레더블 2,2018-07-18,"24,554,683,588",0.70%,"24,554,683,588","3,033,052","3,033,052","1,605","70,934",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,액션,어드벤처,코미디,가족",브래드 버드,"크레이그 T. 넬슨,사무엘 L. 잭슨,홀리 헌터"
43,서치,2018-08-29,"25,283,364,845",0.70%,"25,283,364,845","2,949,944","2,949,944","1,097","95,758",미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,아니쉬 차간티,"존 조,데브라 메싱"
44,프리즌,2017-03-23,"23,790,276,987",0.70%,"23,790,276,987","2,931,897","2,931,897","1,047","89,024",한국,한국,(주)큐로홀딩스,(주)쇼박스,청소년관람불가,"범죄,액션",나현,"한석규,김래원,정웅인,조재윤,신성록,곽민호,박영준,임경욱,장한승,신영진,지동주,윤세현,천재성,이상민,이수민,이용직,이재수,이정수,이정훈,홍도성,김성종,연송하,이재균,차엽,서호철,현봉식,김승훈,배명진,전배수,홍기준,권혁범,최현종,임용순,박중금,유정호,한이진,엄지만,이민혁"
45,너의 결혼식,2018-08-22,"23,676,244,369",0.70%,"23,676,244,369","2,820,969","2,820,969",970,"98,193",한국,한국,"(주)필름케이,(주)외유내강",메가박스중앙(주)플러스엠,12세이상관람가,멜로/로맨스,이석근,"박보영,김영광,강기영,장성범,고규필,서은수,차엽,안길강,이동석,이재상,서남윤,김준수,김지훈,김태환,김학준,김한슬,박규태,정난희,박종범,박주희,정유진,정주호,조영웅,김건중,홍근택,홍진기,김민석,김영훈,김성준,강희중,배해선,조성희,신희철,김현숙,안민영,전배수,윤경호,강덕중,유희제,하준,김성준,박성준"
46,덩케르크,2017-07-20,"24,576,771,848",0.70%,"24,576,771,848","2,792,705","2,792,705","1,252","66,005",미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러,전쟁",크리스토퍼 놀란,"톰 하디,마크 라이런스,케네스 브래너,킬리언 머피,제임스 다시,케빈 구스리"
47,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,"23,455,591,186",0.70%,"23,455,591,186","2,736,060","2,736,060","1,218","63,801",미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF",제임스 건,"크리스 프랫,조 샐다나,데이브 바티스타,빈 디젤,브래들리 쿠퍼"
48,곤지암,2018-03-28,"21,442,194,144",0.60%,"21,442,194,144","2,675,575","2,675,575","1,124","88,477",한국,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,"공포(호러),스릴러",정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,류제윤,이주원,정아노마"
49,살인자의 기억법,2017-09-06,"21,375,287,492",0.60%,"21,375,287,492","2,658,589","2,658,589","1,064","88,686",한국,한국,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",(주)쇼박스,15세이상관람가,"범죄,스릴러",원신연,"설경구,김남길,설현,오달수,이현명,장정윤,전동성,전동성,전동성,전승표,백연정,백연정,정동석,정동석,유지현,윤선용,추동우,함연주,이종건,박상욱,박상운,전승표,김정영,이병준,김혜윤,최유송,김경민,정인겸,엄지만"
50,트랜스포머: 최후의 기사,2017-06-21,"21,501,959,228",0.60%,"21,501,959,228","2,614,601","2,614,601","1,739","87,234",미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"액션,어드벤처,SF",마이클 베이,"마크 월버그,안소니 홉킨스,로라 하드독,조쉬 더하멜"
51,지금 만나러 갑니다,2018-03-14,"20,800,916,128",0.60%,"20,800,916,128","2,602,273","2,602,273","1,191","97,482",한국,한국,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,이장훈,"소지섭,손예진,김지환,고창석,이유진,김현수,배유람,이준혁,서정연,손여은,이진,이상철,이재환,이정민,변지은,김지민,송지연,이준성,김지호,김하은,유은성,박서준,정유민,정현우,차봉주,김경애,김민석,김선웅,김범준,공효진"
52,보안관,2017-05-03,"20,844,488,409",0.60%,"20,844,488,409","2,588,628","2,588,628","1,091","63,709",한국,한국,"(주)영화사 월광,(주)사나이픽처스",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,코미디",김형주,"이성민,조진웅,김성균,김종수,조우진,임현성,배정남,염진환,박윤호,박지훈,신지훈,이규섭,이동현,최형욱,이윤희,이정은,손여은,현봉식,손석배,배명진,강덕중,김재영,이운산,박윤호,양지수,김언수"
53,목격자,2018-08-15,"21,737,061,097",0.60%,"21,737,061,097","2,524,720","2,524,720","1,021","71,403",한국,한국,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,조규장,"이성민,김상호,진경,곽시양,이동희,김재철,이재남,이재우,이태호,이혜민,정택호,조아라,황인범,김자영,김수영,김상호,박지후,우상기,황영희,정재광,박성근,이민웅,최정인,이장유,정유민"
